text_to_classify,predicted_code,predicted_label,prediction_probability
kyphosis curvature spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.32
hypercapnia co inhalation,8989,Mental Disorders,0.1
nerve related hand arm,8929,Arm Condition - Neurological other System,0.46
loss teeth,8967,Dental and Oral,0.93
,8989,Mental Disorders,0.1
knee from surgery,8997,Musculoskeletal - Knee,0.95
insomnia,8989,Mental Disorders,0.95
thoracolumbar spine flexibility back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
pre diabetes,8973,Endocrine,0.97
obstructive sleep apnea,9012,Respiratory,0.99
heat intolerance,9007,Neurological other System,0.13
joint,9001,Musculoskeletal - Other,0.29
dental,8967,Dental and Oral,0.79
pilonidal cyst,8966,Cyst/Benign Growth - Skin,0.32
tremor,9007,Neurological other System,0.61
somatic dysfunction thoracic region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.51
somatic dysfunction cervical region,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.42
parathesia arm,8929,Arm Condition - Neurological other System,0.51
myofascial trigger point,8989,Mental Disorders,0.07
insomnia,8989,Mental Disorders,0.95
psedopapilledema,8989,Mental Disorders,0.1
idiopathic intercranial hypertension,8979,Heart/Veins/Arteries,0.68
papilledema,8989,Mental Disorders,0.1
anxiety depression,8989,Mental Disorders,0.99
astigmatism,8974,Eye (Vision),0.83
alcoholism binge drinking,8989,Mental Disorders,0.83
exposed toxic harmful chemicals,9012,Respiratory,0.38
anxi,8989,Mental Disorders,0.1
anger issues,8989,Mental Disorders,0.77
scars painful residual atrial myxoma excision,8979,Heart/Veins/Arteries,0.3
degenerative joint disease gout first metatarsolphalangeal joints,8992,Musculoskeletal - Arthritis,0.55
degenerative arthritis thoracic lumbar spine ivds,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
degenerative arthritis cervical spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.81
lower back issue,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
temporomandibular disorder tmj,249481,Dental and Oral - Musculoskeletal,0.75
temporomandibular disorder tmj,249481,Dental and Oral - Musculoskeletal,0.75
bruxism,8967,Dental and Oral,0.55
radiculopathy lower extremities sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.86
radiculopathy lower extremities femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.82
radiculopathy lower extremities sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.86
radiculopathy lower extremities femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.82
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
knee limitation extension,8997,Musculoskeletal - Knee,0.99
vertebrogenic syndrome,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
somatic dysfunction thoracic region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.51
somatic dysfunction sacroiliac joint,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.49
somatic dysfunction lumbar region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.6
adjustment disorder anxiety,8989,Mental Disorders,1.0
sleep disturbance,8989,Mental Disorders,0.87
knee overuse syndrome,8997,Musculoskeletal - Knee,0.99
shoulder strain impingement,9002,Musculoskeletal - Shoulder,0.99
surgical scar abdomen appendectomy,9013,Scars (Extremities and Trunk),0.89
appendectomy residuals,8968,Digestive,0.47
surgical scar achilles,9013,Scars (Extremities and Trunk),0.79
achilles tendon rupture status post surgical repair,8991,Musculoskeletal - Ankle,0.47
freiberg disease,8979,Heart/Veins/Arteries,0.15
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
degenerative disc disease claimed back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.91
ankle walking running,8991,Musculoskeletal - Ankle,0.83
lower back stooping kneeling laying prone,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
knee walking running,8997,Musculoskeletal - Knee,0.72
range motion,9001,Musculoskeletal - Other,0.17
cervical strain claimed cervical spine strain,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.98
degenerative disc disease lumbar spine claimed lumbar spine strain lumbago thoracic spine strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),1.0
afff exposure,9012,Respiratory,0.19
middle finger injury partial pulley tear swelling functional loss,8995,Musculoskeletal - Hand,0.22
seborrheic dermatitis,9016,Skin,0.97
tachycardia exacerbated mst disclosure,8979,Heart/Veins/Arteries,0.62
military sexual trauma,8989,Mental Disorders,0.46
heartburn,8968,Digestive,0.83
cervical radiculopathy,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.54
sleep disturbances,8989,Mental Disorders,0.6
lumbar spondylosis luimbar muscle strain claimed mechanical low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
code neuritis sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.77
military sexual trauma,8989,Mental Disorders,0.46
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
chemical exposure pneumoconiosis,9012,Respiratory,0.36
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
pact act,9012,Respiratory,0.5
bone spurs,249482,Musculoskeletal - Bones,0.63
dermatophytosis nail icd cm daw louis,9016,Skin,0.64
upper respiratory infections icd cm,9012,Respiratory,0.87
onychomycosis icd cm,9016,Skin,0.46
e hyperlipidemia sct,8979,Heart/Veins/Arteries,0.57
calculus kidney icd cm kidney daw louis,8975,Genitourinary,0.67
insomnia,8989,Mental Disorders,0.95
shoulder rotator,9002,Musculoskeletal - Shoulder,1.0
musculoskeletal,9001,Musculoskeletal - Other,0.4
dorsalgia,8989,Mental Disorders,0.1
cevicalgia,8989,Mental Disorders,0.1
iga kappa mgus,8981,Hemic and Lymphatic,0.43
dsm diagnosis adjustment disorder mixed disturbanc emotions conduct,8989,Mental Disorders,0.72
depressive disorder recurrent,8989,Mental Disorders,0.91
myalgia icd cm m,9001,Musculoskeletal - Other,0.11
segmental somatic dysfunction upper extremity icd cm m,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.12
segmental somatic dysfunction thoracic region icd cm m,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.36
segmental somatic dysfunction cervical region icd cm m,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.22
i benign essential hypertension sct,8979,Heart/Veins/Arteries,0.75
alc abuse nos icd cm,8989,Mental Disorders,0.51
n erectile dysfunction sct,8975,Genitourinary,0.96
primary obesity icd cm,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
kidney stone icd cm,8975,Genitourinary,0.56
f adjustment disorder mixed disturbance emotions conduct sct,8989,Mental Disorders,0.91
m cervical spondylosis sct,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.9
i htn hypertension sct,8979,Heart/Veins/Arteries,0.99
exposure agent orange its residual effects pacaf duty tan son nhut air base vietnam,9012,Respiratory,0.3
mental health include anxiety depression,8989,Mental Disorders,0.92
insomnia,8989,Mental Disorders,0.95
vertigo,8969,Ear Disease and Other Sense Organs,0.83
tension headaches,9007,Neurological other System,0.49
adjustment disorder depression,8989,Mental Disorders,1.0
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
hip strain,8996,Musculoskeletal - Hip,0.99
acid reflux,8968,Digestive,0.95
anxiety caused irritable bowel syndrome,8968,Digestive,0.77
sleep problems,8989,Mental Disorders,0.6
hands,8989,Mental Disorders,0.1
arms,8989,Mental Disorders,0.1
foot joints,8994,Musculoskeletal - Foot,0.96
lumbar degenerative arthritis levocurvature spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
insomnia,8989,Mental Disorders,0.95
night blindness,8989,Mental Disorders,0.4
sleep issues,8989,Mental Disorders,0.6
degenerative tear anterior labrum shoulder,9002,Musculoskeletal - Shoulder,0.96
cervicalgia neck reduced range motion suspect,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.89
dermatitis,9016,Skin,0.98
trochanteric bursitis hip,8996,Musculoskeletal - Hip,1.0
adsm erythematous scaling patches,8989,Mental Disorders,0.1
proximal interphalangeal joint ring finger,8995,Musculoskeletal - Hand,0.76
tricompartmental arthrosis both knees,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.13
caudal intervertebral disk protrusion l,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.34
severe acromial clavicular arthropathy findings concerning distal osteolysis clavicle shoulder,9002,Musculoskeletal - Shoulder,0.82
lung damage breathing,9012,Respiratory,1.0
lumbosacral strain intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
leg hip injury suffered bct,8996,Musculoskeletal - Hip,0.91
depression psychotic features,8989,Mental Disorders,0.86
lordosis,8989,Mental Disorders,0.1
osteophyte,8989,Mental Disorders,0.08
cervicalgia,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.78
segmental somatic disfunction cervical region,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.26
cervical spondylosis,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.9
c c disc bulge,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.61
c radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
meniscus tear knee,8997,Musculoskeletal - Knee,1.0
neuritis,9006,Neurological - Cranial/Peripheral Nerves,0.45
l l fusion,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.16
military sexual trauma,8989,Mental Disorders,0.46
hear,8989,Mental Disorders,0.1
arm,8929,Arm Condition - Neurological other System,0.51
back strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
abdominal,8968,Digestive,0.83
insomnia,8989,Mental Disorders,0.95
diarrhea,8968,Digestive,0.94
vitamin deficiency,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
constipation,8968,Digestive,0.93
hyperlipidemia,8979,Heart/Veins/Arteries,0.57
lumbar spine degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
insomnia,8989,Mental Disorders,0.95
obstructive sleep apnea,9012,Respiratory,0.99
metabolic disease fatty liver,8968,Digestive,0.68
hand arm weakness,9006,Neurological - Cranial/Peripheral Nerves,0.4
insomnia,8989,Mental Disorders,0.95
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
thoracic strain levoscoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.79
cognitive impairment memory loss,8989,Mental Disorders,0.89
degenerative disc disease lumbar facet arthropathy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
complex regional syndrome,9006,Neurological - Cranial/Peripheral Nerves,0.15
nerve foot,9006,Neurological - Cranial/Peripheral Nerves,0.44
complex regional syndrome,9006,Neurological - Cranial/Peripheral Nerves,0.15
nerve foot,9006,Neurological - Cranial/Peripheral Nerves,0.44
automobile grant,8989,Mental Disorders,0.1
bloody stool,8968,Digestive,0.8
fecal urgency,8968,Digestive,0.55
retrolisthesis lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.88
thigh strain,8996,Musculoskeletal - Hip,0.34
knee patellar tendinitis,8997,Musculoskeletal - Knee,0.99
upper back neck strain cervical strain,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.99
dysuria urethritis,8989,Mental Disorders,0.1
snoring,9012,Respiratory,0.87
somnolence,8989,Mental Disorders,0.1
melanocytic nevus whole body,9016,Skin,0.37
dermatofibroma whole body,8989,Mental Disorders,0.28
vitamin deficiency,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
abdominal,8968,Digestive,0.83
hearing loss both ears,3140,Hearing Loss,1.0
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
limitation motion ankles,8997,Musculoskeletal - Knee,0.13
limitation motion arm,8929,Arm Condition - Neurological other System,0.38
limitation flexion knee,8997,Musculoskeletal - Knee,0.99
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
lumbosacral back strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
insomnia,8989,Mental Disorders,0.95
gout foot toes,8994,Musculoskeletal - Foot,0.91
gout foot toes,8994,Musculoskeletal - Foot,0.91
gout elbow,8993,Musculoskeletal - Elbow,0.78
gout elbow,8993,Musculoskeletal - Elbow,0.78
gout knee,8997,Musculoskeletal - Knee,0.68
gout knee,8997,Musculoskeletal - Knee,0.68
gout foot ankle,8994,Musculoskeletal - Foot,0.46
gout foot ankle,8994,Musculoskeletal - Foot,0.46
insomnia,8989,Mental Disorders,0.95
folliculitis keloidalis nuchae,9016,Skin,0.87
hand warts,8995,Musculoskeletal - Hand,0.95
night sweats,8989,Mental Disorders,0.66
epistaxis,9012,Respiratory,0.54
hematochezia,8989,Mental Disorders,0.1
cervical spine strain,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.98
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
insomnia,8989,Mental Disorders,0.95
nyctophobia,8989,Mental Disorders,0.1
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
pterygium both eyes surfer eye,8974,Eye (Vision),0.99
recurring dermatomycosis tinea versicolor,9016,Skin,0.79
recurring dysentery,8989,Mental Disorders,0.24
low testosterone,8975,Genitourinary,0.64
injury damage st metatarsal phalangeal mtp joint foot,8994,Musculoskeletal - Foot,0.9
gout big toe,8994,Musculoskeletal - Foot,0.77
painful scar hand,9013,Scars (Extremities and Trunk),0.78
loss grip hand,8995,Musculoskeletal - Hand,0.65
insomnia,8989,Mental Disorders,0.95
insomnia,8989,Mental Disorders,0.95
nausea,8968,Digestive,0.77
constipation,8968,Digestive,0.93
