text_to_classify,predicted_code,predicted_label,prediction_probability
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
hip degenerative arthritis claimed sacroiliac joint dysfunction,8996,Musculoskeletal - Hip,0.88
knee degenerative arthritis claimed knee status post injury,8997,Musculoskeletal - Knee,0.96
degenerative arthritis thoracolumbar spine intervertebral disc syndrome claimed lumbar disc degeneration,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
hip degenerative arthritis claimed sacroiliac joint dysfunction,8996,Musculoskeletal - Hip,0.88
lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.45
suicidal ideation,8989,Mental Disorders,0.93
insomnia,8989,Mental Disorders,0.95
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
astma,8989,Mental Disorders,0.1
obstructive sleep apnea symptom snoring,9012,Respiratory,0.99
loss disc height between l s spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.81
sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.78
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
ear,8969,Ear Disease and Other Sense Organs,0.55
shortness breath,9012,Respiratory,0.99
lumbosacral strain degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
osteoarthritis lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
thoracolumbar strain claimed back lower,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
recurrent subluxation shoulder,9002,Musculoskeletal - Shoulder,0.8
thyroid enlargement nodules,8973,Endocrine,0.64
knee medial meniscal tear status post meniscectomy,8997,Musculoskeletal - Knee,0.98
index finger status post fracture,8995,Musculoskeletal - Hand,0.86
obstructive sleep apnea,9012,Respiratory,0.99
gum,8967,Dental and Oral,0.78
anosmia ageusia,9012,Respiratory,0.27
wheezing,9012,Respiratory,0.79
shin,8997,Musculoskeletal - Knee,0.46
groin,8975,Genitourinary,0.35
hand weakness,8995,Musculoskeletal - Hand,0.45
face back acne,9016,Skin,0.95
dizziness,8969,Ear Disease and Other Sense Organs,0.63
head trauma boxing,9020,Traumatic Brain Injury,0.64
painful bowel movements,8968,Digestive,0.71
sensitive stomach,8968,Digestive,0.62
acid reflux,8968,Digestive,0.95
rheumatic fever throat,9012,Respiratory,0.64
shortness breath,9012,Respiratory,0.99
palpitations,8989,Mental Disorders,0.1
wrist weakness,9004,Musculoskeletal - Wrist,0.72
ptsd non combat anxiety depression sleep paralysis insomnia,8989,Mental Disorders,0.93
gastroenteritis dx,8968,Digestive,0.87
conjunctivitis preseptal cellulitis dx,8974,Eye (Vision),0.42
foot irritant contact dermatitis dx,9016,Skin,0.97
vision loss foreign body eye dx,8974,Eye (Vision),0.99
inner thighs dx,8969,Ear Disease and Other Sense Organs,0.18
upper respiratory infection dx,9012,Respiratory,0.98
plantar fasciitis dx,8994,Musculoskeletal - Foot,0.99
neck dx,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
pulsatile tinnitus dx,3140,Hearing Loss,0.93
low oxygen saturation dx,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.22
pelvic perineal dx,8996,Musculoskeletal - Hip,0.36
overactive bladder dx,8975,Genitourinary,0.82
jaw dx,249481,Dental and Oral - Musculoskeletal,0.57
shoulder dx,9002,Musculoskeletal - Shoulder,1.0
allergic rhinitis sinusitis dx,9012,Respiratory,0.99
back cramping dx,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.47
cough dx,9012,Respiratory,0.96
ankle sprain strain intrinsic muscle tendon ankle foot level dx dx,8991,Musculoskeletal - Ankle,0.98
insomnia,8989,Mental Disorders,0.95
shoulder rotator cuff tendonitis labral tear including slap,9002,Musculoskeletal - Shoulder,1.0
exposed radiation,9012,Respiratory,0.31
lumbar intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.89
sleep disruption,8989,Mental Disorders,0.6
substance abuse,8989,Mental Disorders,0.84
acid reflux,8968,Digestive,0.95
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
pact act gw veteran diagnosed illness qualifying disability,9012,Respiratory,0.29
gw veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.17
gulf war veteran diagnosed illness qualifying disability,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
insomnia,8989,Mental Disorders,0.95
migraine including migraine variants,9007,Neurological other System,0.75
toxic substance exposure,9012,Respiratory,0.35
severe depression,8989,Mental Disorders,0.9
severe anxiety,8989,Mental Disorders,0.9
social adjustment disorder,8989,Mental Disorders,0.97
chest,8979,Heart/Veins/Arteries,0.49
sexual dysfunction,8975,Genitourinary,0.68
suicidal attempts,8989,Mental Disorders,0.83
suicidal ideations,8989,Mental Disorders,0.83
secondary insomnia,8989,Mental Disorders,0.76
leg,8988,Leg Condition - Neurological other System,0.46
degenerative joint disease,8992,Musculoskeletal - Arthritis,0.38
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
walking gait deformity,9001,Musculoskeletal - Other,0.1
limited extension,8997,Musculoskeletal - Knee,0.23
limited flexion,8997,Musculoskeletal - Knee,0.19
extreme sensitivity,8974,Eye (Vision),0.13
blood stool,8968,Digestive,0.65
blood urine,8975,Genitourinary,0.51
cyanosis,8989,Mental Disorders,0.1
edema,8979,Heart/Veins/Arteries,0.54
swelling lumps groin,8975,Genitourinary,0.15
unexplained weight gain loss,8973,Endocrine,0.16
jaundice,8989,Mental Disorders,0.1
vision problems,8974,Eye (Vision),0.99
seizures,8989,Mental Disorders,0.1
numbness,9006,Neurological - Cranial/Peripheral Nerves,0.52
rash,9016,Skin,0.98
aortic aneurysm,8979,Heart/Veins/Arteries,0.55
cancer,8932,Cancer - Digestive,0.2
vertigo,8969,Ear Disease and Other Sense Organs,0.83
hernia,8968,Digestive,0.82
psychological conditions,8989,Mental Disorders,0.51
cardiovascular,8979,Heart/Veins/Arteries,0.96
gastrointestinal disorder,8968,Digestive,0.95
anal mucosal melanoma status post radiation surgical resection residuals include scarring,8968,Digestive,0.29
other specified trauma stressor related disorder,8989,Mental Disorders,0.97
scar underlying soft tissue damage leg,9013,Scars (Extremities and Trunk),0.59
please send entire efolder soon possible,9012,Respiratory,0.13
neuralgia foot,9006,Neurological - Cranial/Peripheral Nerves,0.41
hallux limitus foot,8994,Musculoskeletal - Foot,0.99
ankle instability,8991,Musculoskeletal - Ankle,0.99
thoracolumbar spondylosis degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
enter your elbow fracture numb,8993,Musculoskeletal - Elbow,0.76
insomnia,8989,Mental Disorders,0.95
hip pops,8996,Musculoskeletal - Hip,1.0
lower back tightens,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
hand stiffness,8995,Musculoskeletal - Hand,0.53
respiratory pact act,9012,Respiratory,0.99
gastrointestinal disorder pact act,8968,Digestive,0.77
fatigue pact act,9012,Respiratory,0.41
vertigo dizziness pact act,8969,Ear Disease and Other Sense Organs,0.84
joint pact act,9012,Respiratory,0.22
ankle instability,8991,Musculoskeletal - Ankle,0.99
hip instability,8996,Musculoskeletal - Hip,0.97
ankle instability,8991,Musculoskeletal - Ankle,0.99
anterior cruciate ligament tear meniscal tear knee joint osteoarthritis knee lmitation extension,8997,Musculoskeletal - Knee,1.0
knee joint osteoarthritis anterior cruciate ligament tear,8997,Musculoskeletal - Knee,0.98
anterior cruciate ligament tear meniscal tear knee joint osteoarthritis knee,8997,Musculoskeletal - Knee,1.0
muscle spasm,9005,Musculoskeletal and Muscle Injuries,0.4
cochlear vestibular site lesion,8969,Ear Disease and Other Sense Organs,0.2
rashes,8989,Mental Disorders,0.1
attention deficit hyperactivity disorder,8989,Mental Disorders,0.82
memory loss,8989,Mental Disorders,0.75
difficulty sleeping,8989,Mental Disorders,0.77
vestibular neuritis,8969,Ear Disease and Other Sense Organs,0.27
metacarpal scaphoid fracture claimed hand wrist injury,9004,Musculoskeletal - Wrist,0.71
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
scaphoid fracture claimed hand wrist injury,9004,Musculoskeletal - Wrist,0.94
pes planus plantar fasciitis,8994,Musculoskeletal - Foot,1.0
insomnia,8989,Mental Disorders,0.95
recurrent tinnitus,3140,Hearing Loss,0.79
unspecified anxiety depressive disorders,8989,Mental Disorders,0.99
stage brain cancer glioblastoma,8942,Cancer - Neurological other System,0.72
shoulder scars,9002,Musculoskeletal - Shoulder,1.0
skeletal system,9001,Musculoskeletal - Other,0.23
skeletal system,9001,Musculoskeletal - Other,0.23
hyperlipdemia,8989,Mental Disorders,0.1
lumbago,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.7
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
shortness breath unknown etiology,9012,Respiratory,0.92
ear hearing loss,3140,Hearing Loss,1.0
ear hearing loss,3140,Hearing Loss,1.0
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
monoclonal cell lymphocytosis,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.16
radiculopathy lower extremities femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
radiculopathy lower extremities sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
knee tendonitis tendinosis claimed knee inj,8997,Musculoskeletal - Knee,0.98
cervical strain claimed neck radiating from shoulder,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.96
lumbosacral strain claimed lower back injury pinched nerve,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
nicotine dependence,8989,Mental Disorders,0.39
alcohol induced disorder,8989,Mental Disorders,0.62
esophagitis,8968,Digestive,0.71
hyperbilirubinemia,8989,Mental Disorders,0.1
borderline personality disorder,8989,Mental Disorders,0.76
alcohol dependence,8989,Mental Disorders,0.7
myopia,8974,Eye (Vision),0.76
dyspnea,9012,Respiratory,0.83
dizziness,8969,Ear Disease and Other Sense Organs,0.63
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
malignant tumor testis,8932,Cancer - Digestive,0.16
chemotherapy,8989,Mental Disorders,0.1
mixed germ cell tumor,1250,Cancer - Skin,0.11
elevated liver enzymes,8968,Digestive,0.52
acid reflux,8968,Digestive,0.95
severe recurrent depression without psychotic,8989,Mental Disorders,0.71
herniated disc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
orthoscopic shoulder surgery,9002,Musculoskeletal - Shoulder,0.96
cervical discetion fusion,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.82
coxa saltans hip,8996,Musculoskeletal - Hip,1.0
mental health,8989,Mental Disorders,0.93
hip varicose veins,8996,Musculoskeletal - Hip,0.82
great toe,8994,Musculoskeletal - Foot,0.57
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
nose bleeds,9012,Respiratory,0.49
breathing problems,9012,Respiratory,0.99
adhd,8989,Mental Disorders,0.9
migraine headaches,9007,Neurological other System,0.71
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lumbosacral spine strain sacral tarlov cysts,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
ovarian squamous cell carcinoma,1250,Cancer - Skin,0.29
hearing loss strain results headaches,3140,Hearing Loss,0.99
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
ankle instability,8991,Musculoskeletal - Ankle,0.99
cervical radiculopathy,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.54
back strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
strain cervical spine claimed cervical spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
tension headaches,9007,Neurological other System,0.49
migraine headaches,9007,Neurological other System,0.71
mental health include anxiety ptsd insomnia,8989,Mental Disorders,0.78
wrist strains,9004,Musculoskeletal - Wrist,0.99
alcoholism,8989,Mental Disorders,0.83
fractured teeth,8967,Dental and Oral,0.6
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
foot nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.57
hand nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.53
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
overactive bladder,8975,Genitourinary,0.82
flat feet,8994,Musculoskeletal - Foot,0.19
sprain medical collateral ligament knee,8997,Musculoskeletal - Knee,0.83
lumbar radiculopathy lower extremities,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.7
cervical radiculopathy upper extremities,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.81
pruritus ani,9016,Skin,0.35
big toe scar,9016,Skin,0.55
ingrown toenail great toe lateral border,8994,Musculoskeletal - Foot,0.59
ingrown toenail great toe medial border,8994,Musculoskeletal - Foot,0.51
ingrown toenail great toe lateral border,8994,Musculoskeletal - Foot,0.59
ingrown toenail great toe medial border,8994,Musculoskeletal - Foot,0.51
dental issues,8967,Dental and Oral,0.79
ankylosing spondylitis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.21
mental health,8989,Mental Disorders,0.93
severe headache,9006,Neurological - Cranial/Peripheral Nerves,0.51
degenerative changes lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
cervical derangement degenerative arthritis spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.57
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
knee strain patellar instability shin splints,8997,Musculoskeletal - Knee,1.0
knee strain patellar instability shin splints,8997,Musculoskeletal - Knee,1.0
hip strain limitation flexion,8996,Musculoskeletal - Hip,0.99
